"id","first_name","last_name","known_name","squad","total_points","avg_points","last_3_avg","last_5_avg","high_score","low_score","last_match_points","owned_by"
"219527","Luis Alberto","Caicedo",,"NE","98","3.38","4","3.8","7","1","3","0.15"
"209818","Jeff","Caldwell",,"NYC","0","0","0","0","0","0",,"1.25"
"151955","Scott","Caldwell",,"NE","38","2.11","1","1","5","1",,"0.47"
"159710","Alexander","Callens",,"NYC","104","4.95","4.33","5.6","9","3","4","0.28"
"200786","Eric","Calvillo",,"SJ","2","1","1.33","2.2","1","1",,"0.04"
"99122","Francisco","Calvo",,"CHI","159","5.68","6.33","7.8","14","-2","8","0.73"
"89080","Rudy","Camacho",,"MTL","60","3.75","4.67","4","8","0","5","0.1"
"133042","Jonathan","Campbell",,"SEA","17","4.25","3.33","5.6","7","2",,"0.25"
"443517","Diego","Campos",,"CHI","14","1.4","1","0.6","4","0",,"0.28"
"245035","Reggie","Cannon",,"DAL","85","3.27","2.67","2.4","8","0","4","1.46"
"209819","Russell","Canouse",,"DC","96","4","5.67","5","7","1","4","0.06"
"220142","Andrew","Carleton",,"ATL","3","1","1","1.2","1","1",,"0.02"
"95259","Servando","Carrasco",,"LA","20","1.33","1.67","1.2","3","0","1","0.83"
"181958","Julio","Cascante",,"POR","63","2.86","3.67","3","10","-2",,"0.19"
"446090","Cristian","Casseres Jr.",,"NY","96","4.57","4","3.6","11","1","6","0.53"
"247670","Valentin","Castellanos",,"NYC","143","5.11","3.33","3.2","17","0","7","1.36"
"53477","Edgar","Castillo",,"NE","83","4.15","4","6","10","0",,"0.13"
"170788","Emanuel","Cecchini",,"SEA","6","1.5","1.67","1.5","3","1","1","0.05"
"117549","Darwin","Ceren",,"HOU","29","2.64","1","1.6","10","1","1","0.05"
"426592","Edwin","Cerrillo",,"DAL","45","3.75","3.33","4","6","1",,"0.33"
"445140","Thomas","Chacon",,"MIN","3","1.5","1.5","1.5","2","1",,"0.03"
"57876","Maxime","Chanot",,"NYC","141","4.86","3.67","4","13","1","3","0.67"
"112998","Jay","Chapman",,"TOR","38","2.24","1.33","1.2","9","1",,"0.06"
"96622","Diego","Chara",,"POR","133","4.93","5.67","5.6","9","1","6","1.62"
"205295","Michaell","Chirinos",,"VAN","13","3.25","1.33","3.25","9","0","1","0.02"
"425625","Mathieu","Choiniere",,"MTL","35","2.06","3","2.4","6","0","1","0.05"
"42584","Laurent","Ciman",,"TOR","57","3.35","2","3.4","8","1","1","0.44"
"33823","Ricardo","Clark",,"CLB","19","2.71","4.33","3","5","1",,"0.23"
"111806","Steve","Clark",,"POR","115","5.48","6","6.4","11","1","11","3.88"
"245017","Stefan","Cleveland",,"CHI","0","0","3","3.2","0","0",,"0.05"
"423237","Elliot","Collier",,"CHI","0","0","1.67","2","0","0",,"0.01"
"45959","Aur?lien","Collin",,"PHI","19","3.8","2.33","3.8","9","0",,"0.51"
"197011","Cristian","Colman",,"DAL","0","0","1.67","1.4","0","0",,"0.08"
"217788","Josue","Colman",,"ORL","14","1.75","2.67","2.2","4","1",,"0"
"437690","Simon","Colyn",,"VAN","0","0","1","1","0","0",,"0"
"437693","Simon","Colyn",,"VAN","0","0","0","0","0","0",,"0.03"
"218552","Tomas","Conechny",,"POR","34","2.13","2.33","2","7","0",,"0.11"
"228760","Derek","Cornelius",,"VAN","61","3.81","3","4.4","10","-1","3","0.07"
"102407","Joe","Corona",,"LA","127","4.54","7","4.8","11","1","7","0.4"
"201558","Carlos","Coronel",,"PHI","18","4.5","3.33","4.5","8","2",,"0.08"
"117330","Jorge","Corrales",,"MTL","55","3.06","2.67","2","9","0",,"0.67"
"467478","Cade","Cowell",,"SJ","0","0","0","0","0","0",,"0.61"
"110575","Warren","Creavalle",,"PHI","18","1.64","1.33","2.2","6","1",,"0.03"
"153575","Maxime","Cr?peau",,"VAN","108","4.5","4","4.6","9","1",,"0.34"
"234406","Alex","Crognale",,"CLB","24","2","2.33","2.4","5","1",,"0.35"
"104369","Yohan","Croizet",,"SKC","60","3","1.67","4","9","0",,"0.15"
"101135","Cody","Cropper",,"NE","24","3.43","1.67","3.6","10","-1",,"0.09"
"210473","Allan","Cruz",,"CIN","90","4.29","5.67","5.2","9","1",,"0.25"
"474153","Emil","Cuello",,"LA","14","1.56","2.33","1.6","5","0",,"0.07"
"99103","Harold","Cummings",,"SJ","71","4.44","4","4.6","11","1",,"0.11"
"172981","Auro Alvaro","da Cruz Junior","Auro","TOR","113","5.38","4.67","6.2","13","1","8","0.6"
"61126","Danilo","da Silva",,"LAFC","9","1.8","1.67","1.8","3","1",,"0.13"
"176403","Pierre","Da Silva",,"ORL","0","0","0.67","0.75","0","0",,"0.02"
"423511","Rashawn","Dally",,"CIN","23","1.92","1","1","7","1","1","1.14"
"244377","Aidan","Daniels",,"TOR","0","0","1","1","0","0",,"0.56"
"202195","Abu","Danladi",,"MIN","41","1.78","1","2.2","7","0",,"0.22"
"131372","Sean","Davis",,"NY","114","3.93","2.33","3","10","1","1","0.51"
"152281","Alex","De John",,"ORL","18","3","1.67","3.4","8","1",,"0.05"
"227232","Artur","de Lima Junior","Artur","CLB","100","3.57","3.33","3.6","6","1","4","0.27"
"60214","A.J.","DeLaGarza",,"HOU","60","2.61","1.33","2","9","0",,"0.92"
"67704","Antonio","Delamea",,"NE","67","4.47","2.33","2.6","14","-3","7","0.19"
"165072","Jordy","Delem",,"SEA","56","2.67","2.67","2.4","7","0","3","0.08"
"110580","Nick","DeLeon",,"TOR","116","3.87","1.33","3.2","13","1","1","0.86"
"114579","Marky","Delgado",,"TOR","137","4.89","4.33","5.6","12","2","3","0.44"
"89518","Mathieu","Deplagne",,"CIN","90","2.9","5.67","3.8","14","-1","9","3.21"
"83274","Tyler","Deric",,"HOU","18","3.6","4","3.6","5","2",,"0.13"
"212029","Justin","Dhillon",,"SEA","9","1.8","1.33","1.8","3","1",,"0.14"
"85682","Zakaria","Diallo",,"MTL","130","5.42","4.33","5.2","10","0",,"0.28"
"475922","Luis","Diaz",,"CLB","43","3.91","5","5.2","10","0","3","0.12"
"423406","Eric","Dick",,"SKC","0","0","0","0","0","0",,"1.93"
"45269","Claude","Dielna",,"POR","54","4.5","5.67","6","8","1","8","1.32"
"111847","Adama","Diomande",,"LAFC","109","4.36","4","3.2","15","0",,"0.25"
"102626","Clement","Diop",,"MTL","0","0","2","2","0","0",,"0.05"
"424474","Griffin","Dorsey",,"TOR","1","1","1","1","1","1",,"0.04"
"40275","Giovani","dos Santos",,"LA","0","0","1","4","0","0",,"0"
"76688","Jonathan","dos Santos",,"LA","164","6.31","5","5.2","13","2","5","1.52"
"474163","Hassani","Dotson",,"MIN","75","3.57","1.33","2.8","9","0","1","0.4"
"244899","Kyle","Duncan",,"NY","55","5","8","6.2","14","1","9","0.28"
"421818","Julian","Dunn",,"TOR","0","0","2","2","0","0",,"0.38"
"211988","Chris","Durkin",,"DC","36","2.77","1","2.6","7","1",,"0.03"
"131840","Chris","Duvall",,"HOU","2","2","3.33","4.2","2","2",,"0.03"
"60318","Dom","Dwyer",,"ORL","88","3.38","5.67","3.8","9","-2","8","0.31"
"235290","Jeremy","Ebobisse",,"POR","106","3.42","3","3.4","8","0","4","1.86"
"228605","Raheem","Edwards",,"CHI","12","3","2","3.2","6","1",,"0.1"
"130049","Earl","Edwards Jr.",,"DC","0","0","2.67","2.6","0","0",,"0.91"
"447557","Phillip","Ejimadu",,"LAFC","0","0","0","0","0","0",,"0.35"
"110954","Mohamed","El-Munir",,"LAFC","33","2.54","1.67","2","7","1",,"0.14"
"173145","Alberth","Elis",,"HOU","131","5.7","4.67","4.4","19","-3","8","0.37"
"245012","Jack","Elliott",,"PHI","154","4.97","3","4","11","1","3","0.66"
"135300","Tsubasa","Endoh",,"TOR","46","4.18","5.33","5","8","1","8","0.16"
"245020","Marcus","Epps",,"NY","4","1.33","1.33","1.4","2","1",,"0.05"
"38413","Jon","Erice",,"VAN","84","4","3.67","4.2","8","1",,"0.09"
"66553","Magnus","Eriksson",,"SJ","194","6.69","3.67","7.2","15","1","2","1.72"
"193891","Franco","Escobar",,"ATL","120","5.22","6.67","4.8","13","0","4","3.65"
"170799","Cristian","Espinoza",,"SJ","159","5.68","1","4.4","15","-1","-1","0.56"
"50105","Roger","Espinoza",,"SKC","38","2.71","3","3","9","-1","3","0.1"
"220752","Derrick","Etienne Jr.",,"CIN","34","2.27","2","1.6","6","1","3","0.32"
"53643","Marco","Fabian",,"PHI","80","4","1.67","2.6","17","-2","1","0.28"
"95284","Diego","Fagundez",,"NE","63","2.74","2.33","2.2","9","-1","1","0.09"
"242130","Marco","Farfan",,"POR","8","2.67","2.67","3","7","0",,"0.05"
"151940","Andrew","Farrell",,"NE","110","4.23","5.67","5.4","10","1","10","0.44"
"20525","Benny","Feilhaber",,"SKC","102","3.92","5.33","5","13","0",,"0.24"
"223215","Luis","Felipe",,"SJ","2","0.67","0.67","1.2","1","0",,"0.03"
"44871","Rolf","Feltscher",,"LA","86","3.91","3.67","3","10","-1",,"0.24"
"109320","Gerso","Fernandes",,"SKC","102","4.64","5","3.4","15","1","8","0.34"
"170847","Brian","Fernandez",,"POR","106","5.89","3.67","3.4","14","2","2","8.54"
"204254","Omir","Fernandez",,"NY","42","2.63","1","1","7","1",,"0.62"
"224372","Jesus","Ferreira",,"DAL","130","4.19","2.67","4.4","13","1","5","2.18"
"109326","Marcelo","Ferreira","Marcelo","CHI","42","2.63","1.33","1.8","10","1",,"0.14"
"102224","Carlos","Fierro",,"SJ","7","1.4","1.67","1.4","3","1",,"0.04"
"34285","Maynor","Figueroa",,"HOU","89","3.87","2.67","2.2","10","1","2","0.43"
"110583","Ethan","Finlay",,"MIN","107","3.57","3","2.8","13","1","1","0.29"
"224546","Nicolas","Firmino",,"NE","0","0","0","0","0","0",,"0.94"
"202378","Oniel","Fisher",,"DC","0","0","3","3.2","0","0",,"0.07"
"98925","Andres","Flores",,"POR","39","2.6","3.33","3.2","8","1","1","0.11"
"201397","Anthony","Fontana",,"PHI","15","2.14","2.67","2.6","6","1",,"0.04"
"61559","Andreu","Fontas",,"SKC","38","2.92","3","2.4","6","1",,"0.11"
"234251","Kortne","Ford",,"COL","0","0","3.67","2.6","0","0",,"0.02"
"121332","Waylon","Francis",,"CLB","63","3.71","3","2.4","11","1",,"0.12"
"140040","Przemyslaw","Frankowski",,"CHI","132","4.55","10","8.4","13","1","5","0.42"
"225061","Liam","Fraser",,"TOR","39","4.33","4.33","4.4","6","3",,"0.19"
"439940","Tyler","Freeman",,"SKC","0","0","0","0","0","0",,"0.65"
"247671","Matt","Freese",,"PHI","14","2.33","2.33","2.6","5","1",,"4.62"
"60238","Stefan","Frei",,"SEA","144","4.5","5","4.6","10","1","2","3.83"
"196287","Alejandro","Fuenmayor",,"HOU","32","4.57","6","4.8","11","2",,"0.16"
"426120","Gilbert","Fuentes",,"SJ","1","1","1","1","1","1",,"0.05"
"110974","Raymon","Gaddis",,"PHI","111","3.58","3.33","2.8","11","0","4","0.65"
"56491","Nicolas","Gaitan",,"CHI","138","5.52","4.33","4","23","-2","3","0.98"
"234618","Jon","Gallagher",,"ATL","0","0","0","0","0","0",,"0.03"
"204556","Erickson","Gallardo",,"TOR","12","2.4","2","2.4","4","1",,"0.05"
"55209","Boniek","Garcia",,"HOU","107","3.69","4.33","3.6","6","1","6","0.25"
"111536","Kevin","Garcia",,"HOU","31","2.58","3.67","2.6","9","1",,"0.47"
"110209","Greg","Garza",,"CIN","40","3.64","6","4","10","0","9","0.51"
"41921","Shkelzen","Gashi",,"COL","0","0","2","2.6","0","0",,"0"
"198923","Chase","Gasper",,"MIN","57","4.38","4.33","4.6","9","0","8","0.5"
"226306","Logan","Gdula",,"CIN","0","0","0","0","0","0",,"0.04"
"88554","Carles","Gil",,"NE","239","7.71","8","7","16","1","6","1.86"
"170843","Victor","Giro","PC","VAN","37","2.18","1","1.6","8","1",,"0.79"
"183390","Justen","Glad",,"RSL","113","5.38","5.33","7.2","11","1",,"0.29"
"99117","Anibal","Godoy",,"SJ","75","5","4.33","4","9","3",,"0.14"
"122836","Erik","Godoy",,"VAN","118","4.37","4.67","5","11","1",,"0.94"
"246099","Ruan","Gomes Costa da Silva","Ruan","ORL","94","4.09","3","4.4","12","1","1","0.27"
"105021","Giancarlo","Gonzalez",,"LA","66","3.67","4","3.4","10","-1",,"0.3"
"157489","Jesse","Gonzalez",,"DAL","120","4","4.67","4","9","0","3","0.64"
"60218","Omar","Gonzalez",,"TOR","48","4","2.67","2.8","11","1","3","1.02"
"95780","Leandro","Gonzalez Pirez",,"ATL","178","6.36","6","8.2","17","-5","6","4.91"
"220147","Chris","Goslin",,"ATL","0","0","0","0","0","0",,"0.04"
"81185","Jan","Gregus",,"MIN","168","6.22","5","5.4","14","3","7","0.46"
"244997","Julian","Gressel",,"ATL","178","5.74","4.33","3.4","24","1","3","3.71"
"210841","Adam","Grinwis",,"ORL","0","0","4.67","5.2","0","0",,"0.02"
"147744","Carlos","Gruezo",,"DAL","47","5.22","3.33","3.4","10","2",,"0.59"
"149779","Alejandro","Guido",,"LAFC","0","0","0","0","0","0",,"0.03"
"83725","Felipe","Gutierrez",,"SKC","188","6.48","8.33","6.8","19","0","4","0.97"
"234219","Jeremiah","Gutjahr",,"CHI","17","2.13","0.67","1.2","5","0",,"0.21"
"234214","Andrew","Gutman",,"CIN","10","1.43","1.67","1","3","0","1","0.28"
"41705","Brad","Guzan",,"ATL","170","5.48","3.33","4.4","10","0","0","6.16"
"77756","David","Guzman",,"CLB","54","2.7","2","1.6","7","0","2","0.15"
"87337","Edwin","Gyasi",,"DAL","4","1","1","1","1","1",,"0.02"
"111253","Joseph-Claude","Gyau",,"CIN","11","1.83","2.33","2","4","1","1","0.45"
"427396","Justin","Haak",,"NYC","2","1","1","1","1","1",,"1.02"
"132113","Nick","Hagglund",,"CIN","58","2.9","1","1.2","9","-1",,"4.64"
"234669","Jimmy","Hague",,"CIN","0","0","0","0","0","0",,"0.79"
"177954","Marlon","Hairston",,"HOU","18","1.5","2.33","2","4","1",,"0.07"
"474177","Siad","Haji",,"SJ","1","1","1","1","1","1",,"0"
"214832","Niko","Hamalainen",,"LAFC","9","3","3","3","4","1",,"0.03"
"82834","Bill","Hamid",,"DC","171","5.52","9","6.6","13","0","9","1.39"
"113002","Jordan","Hamilton",,"CLB","46","2.88","1","1","11","1",,"3.95"
"244998","Niko","Hansen",,"HOU","14","1.17","1","1.2","2","1",,"0.07"
"41599","Jordan","Harvey",,"LAFC","144","5.14","3","2.2","16","1","3","1.27"
"88147","Nicolas","Hasler",,"SKC","28","2.33","0.67","2.4","8","0",,"1.19"
"226309","Jacori","Hayes",,"DAL","43","2.53","2","1.6","6","0",,"1.2"
"110592","Matt","Hedges",,"DAL","150","4.84","5.33","4.8","12","-2","4","2.11"
"103903","Adam","Henley",,"RSL","0","0","1","2.2","0","0",,"0"
"88812","Doneil","Henry",,"VAN","105","4.57","3","3.6","12","0","4","0.59"
"221475","Fabian","Herbers",,"CHI","35","2.33","1","2","8","1","1","0.09"
"209256","Zachary","Herivaux",,"NE","0","0","1.67","1.4","0","0",,"0.02"
"247682","Felipe","Hernandez",,"SKC","1","1","1","1","1","1",,"0.02"
"173423","Jose","Hernandez",,"ATL","0","0","2","2","0","0",,"0.02"
"95279","Moises","Hernandez",,"DAL","0","0","0","0","0","0",,"0.03"
"248022","Aaron","Herrera",,"RSL","145","5","7.67","4.8","12","-1","10","0.39"
"47681","Federico","Higuain",,"CLB","65","4.64","3.33","4.8","13","1",,"0.07"
"149674","Cristian","Higuita",,"ORL","33","3.67","3.33","3.8","9","0","3","0.08"
"197421","Tomas","Hilliard-Arce",,"LA","0","0","2","3.2","0","0",,"0.02"
"54980","Danny","Hoesen",,"SJ","79","2.93","1","1.8","13","1","1","0.18"
"130056","Ryan","Hollingshead",,"DAL","180","5.63","3.67","5.6","11","1","4","2.38"
"244897","Erik","Holt",,"RSL","18","3.6","5.33","3.6","9","1","9","0.03"
"201360","Andre","Horta",,"LAFC","7","1.75","1.67","1.6","3","1",,"0"
"88460","Alex","Horwath",,"RSL","0","0","0","0","0","0",,"2.69"
"15337","Tim","Howard",,"COL","89","3.87","4.67","3.2","11","0",,"0.91"
"16248","Justin","Hoyte",,"CIN","35","2.06","1.67","1.8","5","-1",,"1.9"
"250677","Matt","Hundley",,"COL","0","0","0","0","0","0",,"0.64"
"151953","Erik","Hurtado",,"SKC","29","2.9","1.67","3.4","9","1","1","0.17"
"455605","Inbeom","Hwang",,"VAN","138","4.31","4.67","4.2","8","0","5","0.79"
"122342","Emerson","Hyndman",,"ATL","41","3.42","5.67","4.2","8","1","8","0.39"
"110596","Miguel","Ibarra",,"MIN","60","2.73","2.67","2.6","8","1",,"0.18"
"153089","Romario","Ibarra",,"MIN","24","3","1","2.2","9","1",,"0.05"
"131371","Sebastien","Ibeagha",,"NYC","55","2.75","2.67","2","11","0",,"0.53"
"9808","Zlatan","Ibrahimovic",,"LA","238","9.15","10.67","11.4","18","1","13","8.47"
"118738","Clint","Irwin",,"COL","45","4.09","4","4.8","10","0","2","1.26"
"151534","Aljaz","Ivacic",,"POR","0","0","0","0","0","0",,"0.05"
"178809","Andreas","Ivan",,"NY","35","2.92","2.67","2.6","10","1",,"0.02"
"249537","Niki","Jackson",,"COL","4","1","1","1","1","1",,"0.11"
"184610","Anthony","Jackson-Hamel",,"MTL","43","2.69","3.33","2.4","11","1",,"0.12"
"204843","Modou","Jadama",,"POR","2","2","1.5","1.5","2","2",,"0.34"
"60536","Dejan","Jakovic",,"LAFC","6","2","2","1.8","4","1",,"0.07"
"177978","Bradford","Jamieson IV",,"LA","0","0","1.33","1.2","0","0",,"0.04"
"85601","Robin","Jansson",,"ORL","106","4.08","1.67","2","10","-2","3","0.11"
"64140","Leonardo","Jara",,"DC","138","4.93","1.33","1.8","14","1",,"0.9"
"94934","Hector","Jimenez",,"CLB","71","3.09","3.33","3","7","1",,"0.08"
"198270","Sam","Johnson",,"RSL","82","3.57","1.67","1.6","12","0","2","0.2"
"78013","Sean","Johnson",,"NYC","128","4.92","5.67","5","11","-1","5","1.35"
"39276","Will","Johnson",,"ORL","80","4.21","4.33","4.4","10","1","4","0.22"
"234675","DeJuan","Jones",,"NE","62","3.1","3.67","4","8","1","8","0.08"
"230802","Derrick","Jones",,"PHI","2","1","1","2.2","1","1",,"0.01"
"111114","Joevin","Jones",,"SEA","43","2.87","4","3.6","10","1","1","0.59"
"447810","Mathias","Jorgensen",,"NY","4","0.8","0.67","0.8","1","0",,"0.08"
"51937","Florian","Jungwirth",,"SJ","148","5.48","4.33","5.8","12","2","4","1.14"
"423492","Sam","Junqua",,"HOU","0","0","0","0","0","0",,"0.25"
"186250","Brent","Kallman",,"MIN","75","4.69","5","4","12","0",,"0.37"
"41493","Kei","Kamara",,"COL","125","4.63","3","3","17","0","9","0.65"
"55758","Ola","Kamara",,"DC","23","5.75","7.33","7.4","12","1",,"0.08"
"156919","Alec","Kann",,"ATL","0","0","5","3.8","0","0",,"0.07"
"86898","Johan","Kappelhof",,"CHI","121","4.48","6.67","6.2","12","0","8","0.17"
"57304","Guram","Kashia",,"SJ","82","4.1","3.67","4.6","11","0","2","0.18"
"83055","Aleksandar","Katai",,"CHI","134","4.96","4.67","4","13","-2","2","0.98"
"227731","Mark-Anthony","Kaye",,"LAFC","166","5.93","2.33","4.4","16","1","2","0.45"
"120764","Kim","Kee-hee",,"SEA","120","4.29","4.67","3.6","10","-1","3","2.58"
"425248","Aboubacar","Keita",,"CLB","27","3","3.67","3","4","1","4","0.32"
"90644","Jon","Kempin",,"CLB","8","2.67","2.67","3","3","2",,"0.2"
"467743","Jasser","Khmiri",,"VAN","0","0","0","0","0","0",,"0.03"
"425640","Daniel","Kinumbe",,"MTL","2","2","2","2","2","2",,"0.78"
"95277","Perry","Kitchen",,"LA","32","4","4.33","4","10","1",,"0.12"
"41703","Sacha","Kljestan",,"ORL","60","2.73","2.33","2.6","9","-1",,"0.21"
"41556","Brad","Knighton",,"NE","17","2.43","2.67","2.4","4","1",,"0.13"
"226376","Jean-Christophe","Koffi",,"NY","0","0","0","0","0","0",,"0.03"
"66857","Kevin","Kratz",,"ATL","1","1","1","1.2","1","1",,"0.08"
"68431","Damir","Kreilach",,"RSL","141","4.86","6.33","6.2","13","-2","4","0.41"
"40276","Bojan","Krkic",,"MTL","21","3.5","3.33","4","8","1",,"0.14"
"234764","Ken","Krolicki",,"MTL","19","1.9","2.67","1.8","4","0",,"0.3"
"49761","Kenneth","Kronholm",,"CHI","85","4.72","8.33","7.8","11","0","9","0.36"
"249242","Lagos","Kunga",,"ATL","0","0","0","0","0","0",,"0.02"
"109699","Connor","Lade",,"NY","41","3.73","1.67","2","15","0",,"0.26"
"18681","Roland","Lamah",,"CIN","80","3.08","1","2","8","1","1","0.24"
"110118","Matt","Lampson",,"LA","0","0","2.33","2.4","0","0",,"0.05"
"198572","Foster","Langsdorf",,"POR","2","1","1","1","1","1",,"0.87"
"193194","Lassi","Lappalainen",,"MTL","46","5.11","3.67","3","15","1","8","0.42"
"41551","Jeff","Larentowicz",,"ATL","59","2.36","2.67","2.8","7","0",,"0.2"
"221403","Richie","Laryea",,"TOR","61","3.05","3.67","2.2","7","0","1","0.18"
"212010","Forrest","Lasso",,"CIN","19","3.8","1","3.8","10","0",,"0.08"
"170827","Kemar","Lawrence",,"NY","82","4.1","6.33","4.2","14","0","9","1.61"
"51295","Emmanuel","Ledesma",,"CIN","107","4.46","4","5.4","10","-1","5","0.89"
"58634","Kelvin","Leerdam",,"SEA","122","4.52","3.67","2.8","14","-1","0","5.18"
"178386","Brooks","Lennon",,"RSL","89","3.3","6.67","6","12","1","7","0.38"
"231573","Brett","Levis",,"VAN","7","0.88","1.67","0.8","3","-1",,"0.08"
"213295","Jonathan","Lewis",,"COL","74","3.52","2.67","4.6","14","0","1","0.3"
"440251","Danny","Leyva",,"SEA","18","3","3","3.4","6","1",,"0.47"
"234193","Grant","Lillard",,"CHI","7","1.75","1.67","1.6","2","1",,"0.05"
"174109","Nick","Lima",,"SJ","69","3.29","1.67","2","13","0","1","0.47"
"244768","Cam","Lindley",,"ORL","0","0","2","2","0","0",,"0.01"
"220205","Jaylin","Lindsey",,"SKC","0","0","4","3.2","0","0",,"0.04"
"88534","Sebastian","Lletget",,"LA","117","4.5","9.67","7.4","17","0","4","0.61"
"108839","Robin","Lod",,"MIN","17","2.43","3","2.6","5","1","5","0.02"
"77992","Nicol?s","Lodeiro",,"SEA","209","7.74","7.67","7.2","15","2",,"9.78"
"163541","Aaron","Long",,"NY","110","5","8.33","6.4","11","1","8","2.38"
"226025","Marcos","Lopez",,"SJ","59","3.47","4.67","3.4","9","-1",,"0.13"
"247622","Marvin","Loria",,"POR","43","2.69","2.33","1.8","10","1",,"0.82"
"234377","Evan","Louro",,"NY","0","0","0","0","0","0",,"0.37"
"177928","Daniel","Lovitz",,"MTL","93","3.44","1.67","1.8","14","-1","2","0.78"
"442446","Ben","Lundgaard",,"CLB","0","0","0","0","0","0",,"0.35"
"170945","Adam","Lundkvist",,"HOU","96","3.84","4.33","5","10","0","2","0.33"
"128117","Ben","Lundt",,"CIN","0","0","0","0","0","0",,"0.63"
"41004","Larrys","Mabiala",,"POR","93","4.65","4","5.2","11","0","8","0.55"
"43194","Gary","Mackay-Steven",,"NYC","32","2.91","2.67","3.2","7","1",,"0.08"
"95276","Zac","MacMath",,"VAN","29","3.63","4.33","4.4","6","1","5","0.28"
"234725","Connor","Maloney",,"CLB","25","3.13","4","3.8","5","1","4","0.06"
"28565","Michael","Mancienne",,"NE","46","3.29","2","2.4","8","0",,"0.11"
"442461","Carter","Manley",,"MIN","0","0","1","1.4","0","0",,"0.36"
"151952","Kekuta","Manneh",,"CIN","77","2.85","3","2.2","12","-1",,"0.31"
"20487","Vito","Mannone",,"MIN","176","5.68","7.67","7.6","16","1","16","0.86"
"177658","Mauro","Manotas",,"HOU","165","5.69","8.33","9","13","1","6","1.25"
"226384","JT","Marcinkowski",,"SJ","0","0","4.33","3.8","0","0",,"0.37"
"423062","Paul","Marie",,"SJ","15","1.88","2.67","2","5","0",,"0.25"
"33808","Chad","Marshall",,"SEA","41","5.13","2.67","5","9","2",,"0.2"
"131841","Collin","Martin",,"MIN","11","3.67","3.67","3","7","1",,"0.05"
"226637","Cristian","Martinez",,"CHI","5","1","1","1","1","1",,"0.04"
"248436","Douglas","Martinez",,"RSL","2","2","2","2","2","2",,"0"
"111686","Josef","Martinez",,"ATL","220","7.86","7","7.4","14","2","2","13.18"
"170797","Pity","Martinez",,"ATL","153","5.1","8","6.6","11","1","10","3.52"
"153399","Tomas","Martinez",,"HOU","113","3.77","2.67","2","11","1","1","0.41"
"56812","Felipe","Martins",,"DC","75","3","5.33","4","9","0","4","0.07"
"107617","Luis","Martins",,"SKC","19","2.71","0.67","3.4","8","0","1","0.08"
"180593","Ronald","Matarrita",,"NYC","95","4.52","4","4.2","12","1","6","0.77"
"110608","Darren","Mattocks",,"CIN","72","3.43","1.67","3.2","9","1",,"0.18"
"95778","Jimmy","Maurer",,"DAL","11","5.5","4","4.6","9","2",,"0.59"
"68259","Chris","Mavinga",,"TOR","89","3.71","2.33","2.8","11","0","2","0.36"
"446568","Olivier","Mbaizo",,"PHI","16","5.33","5.33","5.33","11","1",,"0.23"
"176404","Tommy","McCabe",,"CIN","5","5","5","5","5","5","5","0.06"
"20491","Chris","McCann",,"DC","14","2.33","3","2","7","0",,"0.08"
"41626","Dax","McCarty",,"CHI","143","4.77","3.67","3.4","7","3","3","1.3"
"220458","Jordan","McCrary",,"SEA","0","0","3.33","3.4","0","0",,"0"
"427839","Erik","McCue",,"HOU","0","0","0","0","0","0",,"0.34"
"226386","Brendan","McDonough",,"VAN","3","3","3","3","3","3",,"0.17"
"164479","Kendall","McIntosh",,"POR","0","0","0","0","0","0",,"0.29"
"201401","Mark","McKenzie",,"PHI","15","3","3.33","3","4","1","4","0.11"
"102553","Jimmy","McLaughlin",,"CIN","0","0","0","0","0","0",,"0.03"
"177930","Thomas","McNamara",,"HOU","66","2.2","2.33","2.2","11","0","2","0.08"
"110609","Ryan","Meara",,"NY","4","4","5.33","4.4","4","4",,"0.17"
"167227","Jesus","Medina",,"NYC","47","3.13","6.67","4.4","11","0",,"0.14"
"169013","Jimmy","Medranda",,"SKC","12","1.5","1","1.8","5","1",,"0.11"
"28188","Haris","Medunjanin",,"PHI","181","5.84","5.33","4.8","12","2","3","0.62"
"225054","Thomas","Meilleur-Giguere",,"MTL","0","0","0","0","0","0",,"0.33"
"111750","Lucas","Melano",,"POR","8","1","1","1","1","1",,"0.03"
"86938","Tim","Melia",,"SKC","130","4.33","4","6","15","0","3","0.71"
"112544","Sean","Melvin",,"VAN","0","0","0","0","0","0",,"0.49"
"194730","Jhegson","Mendez",,"ORL","85","3.86","3.67","3.8","8","0","3","0.09"
"66905","Jonathan","Mensah",,"CLB","88","4","4.33","3.2","9","0","6","0.19"
"94368","Justin","Meram",,"ATL","85","3.27","3.67","3.4","13","1","6","0.85"
"107672","Bryan","Meredith",,"SEA","0","0","1","0.6","0","0",,"0.05"
"85595","Romain","Metanire",,"MIN","155","6.46","5.33","6","14","1","8","1.31"
"87984","Nicol?s","Mezquida",,"COL","99","3.3","3.33","4.2","14","0","1","0.36"
"451038","Benji","Michel",,"ORL","39","2.6","3","3","7","1",,"1.3"
"246874","Djordje","Mihailovic",,"CHI","83","3.19","2.67","2.4","11","0","3","0.24"
"164480","Eric","Miller",,"NYC","26","2.6","1.67","1.2","8","0","2","0.34"
"248399","Kamal","Miller",,"ORL","47","3.13","2.33","3.8","7","0","3","1.28"
